주소,CCTV 설치 여부,CCTV 설치 개수,위도,경도
대구광역시 수성구 청수로 22-23(중동),Y,2,35.83976557,128.610697
대구광역시 수성구 청수로3길 61-15(중동),Y,1,35.844141,128.6098899
대구광역시 수성구 청수로45길 27,Y,2,35.8409043,128.6322828
대구광역시 수성구 청수로45길 27(황금동),Y,2,35.8409043,128.6322828
대구광역시 수성구 청호로 300,Y,2,35.84474548,128.6416364
대구광역시 수성구 청호로 46길 5-2,Y,1,35.83869544,128.6407496
대구광역시 수성구 청호로76길 12(범어동),Y,2,35.85220526,128.6393816
대구광역시 수성구 청호로92길 26(범어동),Y,2,35.855408,128.643261
대구광역시 수성구 파동로30길 61(파동),Y,2,35.821523,128.615549
대구광역시 수성구 파동로38길 45-3,Y,2,35.81906166,128.6145928
대구광역시 수성구 파동로51길 34(파동),Y,2,35.82468309,128.6077313
대구광역시 수성구 파동로51길 74(파동),Y,2,35.82268246,128.608831
대구광역시 수성구 파동로51길 80(파동),Y,2,35.82237562,128.6088487
대구광역시 수성구 효행로2길 111(만촌동),Y,4,35.874856,128.6524257
대구광역시 수성구 희망로 121(중동),Y,2,35.84762097,128.612134
대구광역시 중구 경상감영길 49,Y,2,35.87249623,128.5897066
대구광역시 중구 관덕정길 16,Y,6,35.8650401,128.590565
대구광역시 중구 국채보상로 728,Y,14,35.86808366,128.6095066
대구광역시 중구 국채보상로93길 9,Y,1,35.871007,128.580485
대구광역시 중구 남산로 70,Y,13,35.863204,128.5827598
대구광역시 중구 남산로2길 125,Y,2,35.85753902,128.589027
대구광역시 중구 남산로3안길 20,Y,6,35.860371,128.577492
대구광역시 중구 남산로4길 111,Y,4,35.86232188,128.5860582
대구광역시 중구 남산로4길 90,Y,9,35.86061485,128.5862146
대구광역시 중구 남산로7길 35,Y,5,35.85848306,128.5805841
대구광역시 중구 남산로7길 86,Y,9,35.860456,128.579243
대구광역시 중구 달구벌대로 2013,Y,3,35.8658472,128.58387
대구광역시 중구 달구벌대로 2016-40,Y,3,35.864469,128.584301
대구광역시 중구 달구벌대로 2150,Y,7,35.86358293,128.5980661
대구광역시 중구 달구벌대로447길 10,Y,12,35.863588,128.6078431
대구광역시 중구 달성로 15,Y,11,35.86607562,128.5815807
대구광역시 중구 달성로22길 30,Y,2,35.874296,128.583444
대구광역시 중구 동덕로26길 20,Y,11,35.864739,128.604646
대구광역시 중구 명륜로23길 80,Y,14,35.8640369,128.5953696
대구광역시 중구 서문로1가 경상감영길 49,Y,8,35.87249623,128.5897066
대구광역시 중구 종로 34,Y,1,35.868893,128.5918827
대구광역시 중구 중앙대로 375,Y,1,35.866686,128.593173
